title,category,lyrics,Mood
গিতিময় সেই দিন চিরদিন,ছায়াছবি,"গিতিময় সেই দিন চিরদিন বুজি আর হলো না,
মরমি রাঙ্গা পাখী, উড়ে সে গেলো নাকি,
সে কথা যানা হলো না———
গিতিময় সেই দিন চিরদিন বুজি আর হলো না। 
দিন যায় কথা জেগে থাকে,
মন তারে কাছে ধরে রাখে।
দিন যায় কথা যেগে থাকে,
মন তারে কাছে ধরে রাখে।
কখন ও বসন্ত কখন ও শ্রাবণ,
কখন ও বসন্ত কখন ও শ্রাবণ,
কেন যে এতো ছলনা——-
গিতিময় সেই দিন চিরদিন বুজি আর হলো না।
যতো তুমি হও অভিমানী,
ভিতরে দুয়ার খুলা জানি।
যতো তুমি হও অভিমানী,
ভিতরে দুয়ার খুলা যানি।
চোখের ও ভাষাতে আজকে না হয়,
চোখের ও ভাষাতে আজকে না হয়,
মনের ই কথা বোলো না—-
গিতিময় সেই দিন চিরদিন বুজি আর হল না।
মরমি রাঙ্গা পাখী উড়ে সে গেলো নাকি,
মরমি রাঙ্গা পাখী উড়ে সে গেলো নাকি,
সে কথা যানা হল না—–
গিতিময় সেই দিন চিরদিন বুজি আর হল না।।",বেদনা
তুমি কাছে এসে দূরে চলে গেছো—,ছায়াছবি,"ছেলে-
আ আ আ আ আ আ আ আ আ,
তুমি কাছে এসে দূরে চলে গেছো,
সৃতি আছে তোমার তবু আমি একা।
তুমি কাছে এসে দূরে চলে গেছো,
সৃতি আছে তোমার তবু আমি একা।
মেয়ে=
ও ও ও ও ও ও ও ও ও ও—
আমি আসা নিয়ে পথ চেয়ে আছি,
ওগো মনমিতা কবে হবে দেখা।
আমি আসা নিয়ে পথ চেয়ে আছি,
ওগো মনমিতা কবে হবে দেখা।
ছেলে=
ও ও ও ও ও ও —-
আমায় পাগল বলে যানে সবাই,
এই হৃদ্যয় চীরে কেউ দেখে না।
মেয়ে=
হায় দুঃখের আগুন বুকে জ্বলে,
কিছু তে যানি তা নেভে না।
ছেলে=
আমি ভালোবেসে কেন আজ অশহায়,
মোর ভাগ্যে ছিল  হায় এই কি লেখা।
মেয়ে=
ও ও ও ও ও ও ও——-
এই দুনিয়াবাসী বড়ই নিঠুর,
হায় প্রেমের দাম দিতে যানে না।
ছেলে=
এই প্রেমিকের মন নয় শিঙ্ঘাসন,
কোন রাজার শাসন সেতো মানে না।
মেয়ে=
এই বাঁধার প্রাচীর মোরা ভেঙ্গে যাবো,
যতো হোক না চলার পথা আঁকা বাকা।
ছেলে=
তুমি কাছে ছিলে তুমি কাছে রবে,
প্রেম সত্যি হলে যানি হবে দেখা।
মেয়ে=
প্রেম সত্যি হলে যানি হবে দেখা।",বেদনা 
মন যদি ভেঙ্গে যায় যাক—,ছায়াছবি,"মন যদি ভেঙ্গে যায় যাক যাক কিছু বলবো না,
তোমার যামন যদি ভেঙ্গে যায় যাক যাক কিছু বলবো না,
বার বেলায় আমার প্রেমের কথা তুলবো না।
তোমার যাবার বেলায় আমার প্রেমের কথা তুলবো না।
নাইবা মানলো বাধা চোখের জলের এই নদী,
পথ চেয়ে একা একা কাঁদবো না হয় নিরবধি।
নাইবা মানলো বাধা চোখের জলের এই নদী,
পথ চেয়ে একা একা কাঁদবো না হয় নিরবধি।
তোমার পথের জ্বালা তোমার পায়ের ধুলা,
তোমার পথের জ্বালা তোমার পায়ের ধুলা,
মুছিয়ে দিয়েছি আঁখি জলে,
সেই তো অনেক বড় সান্তনা।
মন যদি ভেঙ্গে যায় যাক যাক কিছু বলবো না।
তোমার যাবার বেলা আমার প্রেমের কথা তুলবো না।
মন যদি ভেঙ্গে যায় যাক যাক কিছু বলবো না।
কি আছে না হয় আমি কেঁদেই কাটাবো এ জীবন,
না হয় ছলনা দিয়ে বুজিয়ে রাখবো এ মন।
কি আছে না হয় আমি কেঁদেই কাটাবো এ জীবন,
না হয় ছলনা দিয়ে বুজিয়ে রাখবো এ মন।
তোমার জীবন তৃষা পেয়েছি পথের দিশা,
তোমার জীবন তৃষা পেয়েছি পথের দিশা,
এগিয়ে চলেছি সেই পথে,
সেই তো অনেক বড় সান্তনা।
মন যদি ভেঙ্গে যায় যাক যাক কিছু বলবো না,
তোমার যাবার বেলায় আমার প্রেমের কথ্যা তুলবো না।
মন যদি ভেঙ্গে যায় যাক যাক কিছু বলবো না।",বেদনা
মাধবী রাতের নীল জচনায়—,ছায়াছবি,"মাধবী রাতের নীল জচনায়,আমি চেয়েছি শুনাতে এই গান,
আমি গাইবো তুমি শুনবে আমার গানের স্বরলিপি।
মাধবী রাতের নীল জোছনায় আমি চেয়েছি শুনাতে এই গান।
 ছিলো সবইতো চেনা, কেন  আজ অচেনা,
মুছে যাওয়া দিন গুলো মনে কি পড়ে না।
মন মানসী কেউ ছিল কি যে দিয়েছিল প্রেম শুপি।
মাধবী রাতের নীল জোছনায় আমি চেয়েছি শুনাতে এই গান,
আমি গাইব তুমি শুনবে শুধু আমার নাগের স্বরলিপি।
মাধবী রাতের নীল জোছনায় আমি চেয়েছি শুনাতে এই গান।
আমায় করেছো ঋণী তুমি তো যাননা,
তোমার কারনে পেলাম বাচার সান্তনা।
পাশে রইবো ভালবাসবো যদি থাকে এমন বিধিলিপি।
মাধবী রাতের নীল জোছনায় আমি চেয়েছি শুনাতে এই গান,
আমি গাইবো তুমি শুনবে শুধু আমার গানের স্বরলিপি,
মাধবী রাতের নীল জোছনায় আমি চেয়েছি শুনাতে এই গান।",বেদনা 
এই মন জোছনায় অঙ্গ ভিজিয়ে—,আধুনিক,"এই মন জোছনায় অঙ্গ ভিজিয়ে এসো না গল্প করি,
এই মন জোছনায় অঙ্গ ভিজিয়ে এসো না গল্প করি,
দেখো ঐ ঝিলি মিলি চাঁদ সারারাত আকাশে ছলমাজুরি।
জাপরানী ঐ আলতা ঠোটে,মিষ্টি হাঁসির গোলাপ ফোটে,
মনে হয় বাতাসের ঐ দিল্রুবাতে সুর মিলিয়ে আলাপ করি।
দেখো ঐ ঝিলি মিলি চাঁদ সারারাত আকাশে ছলমাজুরি।
এই মন জোছনায় অঙ্গ ভিজিয়ে এসো না গল্প করি।
এই রূপসী রাত আর ঐ রূপালী চাঁদ,বলে জেগে থাকো,
এ লগন ও আর কখন ও ফিরে পাবে নাতো।
মকমলের ঐ সুচনিকাশে,বসলে না হয় একটু পাশে,
মনে হয় মহুয়ার এই আতর মেখে তোমার কলে ঘুমিয়ে পড়ি।
দেখো ঐ ঝিলি মিলি চাঁদ সারারাত আকাশে ছলমাজুরি।
এই মন জোছনায় অঙ্গ ভিজিয়ে এসো না গল্প করি,
ও এসো না গল্প করি, ও এসো না গল্প করি—–",আনন্দ
সাদা ময়লা রঙ্গিলা পালে,ভাটিয়ালি,"আউলা বাতাস খেলে
আর কাদায় ভরা মনের মধ্যে
জলের সন্তরণ
সদ্য ফোঁটা কুঁড়ির মধ্যে ভ্রমরে গান তোলে
আর কামে ভরা দেহের মধ্যে জলের সন্তরণ ।।
হাজা মজা এক পুকুর তার
ভিতরে শিং মাছ
জংলা ভরা খেতের ভিতর
গরম দেহের আঁচ
নির্বিবাদে নারীর সঙ্গে মিলল যখন নর
পাল উড়াইয়া নৌকা গেল বাতাসে সরসর
কালো জলের নোংরা সবই মিলায় যে নির্ভুল
শাস্ত্রে তবু সব কলমই
ঝরায় কালো ফুল
জীবন শাস্ত্রে মন্ত তোলে
ভ্রমর গুঞ্জন
জীবন ফুলে থাকে যদি সাদায় ভরে মন
গায়ের ময়লা রঙীলা জামায় পুতিঁগন্ধ গোলাপ
আর আর্বেলিয়ার ময়লা মনে হাতির সন্তরণ
ধনীর আহার কারো পেটে গন্ধভরা জোলাপ
আর বাসিভাতে পান্তা দিলে মনের সন্তরণ ।।
মাটি সাবান খাঁটি যে তার ভিতরে সোডিয়াম
প্যাকেট ভরা সাবান জুড়ে গন্ধভরা দাম
ট্যাপের জলে যায় না কোন দেহের সন্তাপ
নদীর জলই ধুয়ে দিল দেহের যত পাপ
শাস্ত্রে লেখা সব নদী যে চলে সরল বায়ে
জীবন নদী আঁকা-বাঁকা তার ভিতরে নায়ে
নর-নারীর হাঁড়ি-পাতিলে ধোঁয়ারই সংসার
মিলন কি হয় সাগরে শেষে আরেকবার
সাদা ময়লা……।",বেদনা
একটি চোখে কাজল আর অন্য চোখ সাদা,ভাটিয়ালি,"একটি চোখে কাজল আর অন্য চোখ সাদা
তুমি গভীর ঘুমে আমার শুধুই  গলা সাধা
রাত পোহালো কাল আজ সূর্য এলো খাটে
পথে নামার পথ কত গৃহী এসে কাটেএকটি চোখে কাজল আর অন্য চোখ সাদা
তুমি গভীর ঘুমে আমার শুধুই  গলা সাধা
রাত পোহালো কাল আজ সূর্য এলো খাটে
পথে নামার পথ কত গৃহী এসে কাটে",বেদনা
ওরে রসিক নাইয়া—,ছায়াছবি,"ওরে রসিক নাইয়া, তুই মামারে করলি দিওয়ানা,
ওরে রসিক নাইয়া, তুই আমারে করলি দিওয়ানা,
 তরে ছাড়া তরে ছাড়া হায় তরে ছাড়া পরান বাচে না,
রে রসিক নাইয়া, তুই আমারে করলি দিওয়ানা।
ওরে ও পান ওয়ালী, তুই আমারে করলি মাস্তানা,
ওরে ও পান ওয়ালী, তুই আমারে করলি মাস্তানা।
খিলি পানের খিলি পানের খিলি পানের নেশা গেলো নারে,
ও পান ওয়ালী, তুই আমারে করলি মাস্তানা।
বন্দু রে তোর চুলের বাহার, পাগল করলো মনটা আমার,
বন্দু রে তোর চুলের বাহার, পাগল করলো মনটা আমার,
পাগল মনে পাগল মনে তুই বিহনে শান্তি লাগে নারে,
রসিক নাইয়া, তুই আমারে করলি দিওয়ানা। 
চিকন চাকন গড়ন রে তোর, লাগে যেন বেহেশতের হুর,
চিকন চাকন গড়ন রে তোর, লাগে যেন বেহেশতের হুর,
বেহেশতের হুর, বেহেশতের হুর, যতই দেখি সাধ মেটে নারে,
ও পান ওয়ালি, তুই আমারে করলি মাস্তানা। 
ওরে রসিক নাইয়া, তুই আমারে করলি দিওয়ানা।  
পিরিত রতন এতোই দামি, বুযি নাই তো আগে আমি,
পিরিত রতন এতোই দামি, বুযি নাই তো আগে আমি,
পিরিত কইরা, পিরিত কইরা, কিযে হইলো কইতে পারি নারে,
ও পান ওয়ালী তুই আমারে করলি মাস্তানা।
এতো বড় জুয়ান হইলি, প্রেমের মর্ম না বুজিলি,
এতো বড় জুয়ান হইলি, প্রেমের মর্ম না বুজিলি,
প্রেম না পাইলে, প্রেম না পাইলে, দুনিয়াতে কিছুই পাইলি নারে,
ও রসিক নাইয়া তুই আমারে করলি দিওয়ানা।
ওরে ও পান ওয়ালী, তুই আমারে করলি মাস্তানা,
ওরে ও পান ওয়ালী, তুই আমারে করলি মাস্তানা।
খিলি পানের খিলি পানের খিলি পানের নেশা গেলো নারে,
ও পান ওয়ালী, তুই আমারে করলি মাস্তানা।
ওরে রসিক নাইয়া, তুই মামারে করলি দিওয়ানা,
ওরে রসিক নাইয়া, তুই আমারে করলি দিওয়ানা,
 তরে ছাড়া তরে ছাড়া হায় তরে ছাড়া পরান বাচে না,
রে রসিক নাইয়া, তুই আমারে করলি দিওয়ানা।",আনন্দ
চিঠি দিও প্রতিদিন—,ছায়াছবি,"চিঠি দিও প্রতিদিন চিঠি দিও,
চিঠি দিও প্রতিদিন চিঠি দিও,
নইলে থাকতে পারবো না,
চিঠি দিও প্রতিদিন চিঠি দিও। 
চিঠি গুলো অনেক বড় হবে,
পড়তে পড়তে সকাল দুপুর আর রাত্রি চলেই যাবে
চিঠি গুলো অনেক বড় হবে,
পড়তে পড়তে সকাল দুপুর আর রাত্রি চলেই যাবে
কোথায় থাকো কেমন থাকো,
একে একে সবই লিখ সেই তো হবে মোর সান্তনা।
নইলে থাকতে পারবো না—
চিঠি দিও প্রতিদিন চিঠি দিও। 
যে কয়টা দিন চোখের আড়াল রবো,
সয়নে স্বপনে জাগরনে শুধু তোমায় ভেবেই যাবো,
যে কয়টা দিন চোখের আড়াল রবো,
সয়নে স্বপনে জাগরনে শুধু তোমায় ভেবেই যাবো,
আমার আমি তোমার মাঝে,
চিরো তরে হারিয়ে গেছি,
বন্দু তুমি মোর সাধনা,
নইলে থাকতে পারবো না।
চিঠি দিও প্রতিদিন চিঠি দিও,
চিঠি দিও প্রতিদিন চিঠি দিও,
নইলে থাকতে পারবো না,
চিঠি দিও প্রতিদিন চিঠি দিও।",বেদনা
নতুন নাম এ ডাকো আমায়—,ছায়াছবি,"নতুন নাম এ ডাকো আমায় এইতো ছিলো কামনা,
রঙের ও পরশে রাঙ্গিয়ে দিলে মনের যতো বাসনা।
কে তুমি বলো না।
নতুন নাম এ ডাকো আমায় এইতো ছিলো কামনা,
রঙের ও পরশে রাঙ্গিয়ে দিলে মনের যতো বাসনা।
কে তুমি বলো না। 
প্রজাপতি মনে আমার, কেন যে বাজে শুধু বীণা,
আকাশ ও দীপালী কেন বলে, কেঁদো তুমি কেঁদো না।
এতো যে সুখ সইবে কি সইবে কি যানি না।
নতুন নাম এ ডাকো আমায় এইতো ছিলো কামনা,
রঙের ও পরশে রাঙ্গিয়ে দিলে মনের যতো বাসনা।
কে তুমি বলো না। 
মায়ার ও বাধনে দিয়ে ধরা খাচার পাখী মেলে ডানা,
সুখ ও স্বপনে হয়ে বিভোর মানে যে আর কনো মানা।
এতো যে সুখ সইবে কি সইবে কি যানি না।
নতুন নাম এ ডাকো আমায় এইতো ছিলো কামনা,
রঙের ও পরশে রাঙ্গিয়ে দিলে মনের যতো বাসনা।
কে তুমি বলো না। 
কতো না গানের সুরে সুরে করেছো আমায় রচনা,
সেই সুরেতে ভেসে আমি পেয়েছি আমার ঠিকানা।
এতো যে সুখ সইবে কি সইবে কি যানি না।
নতুন নাম এ ডাকো আমায় এইতো ছিলো কামনা,
রঙের ও পরশে রাঙ্গিয়ে দিলে মনের যতো বাসনা।
কে তুমি বলো না।", আনন্দ
হে খুদা জীবনে কারো প্রেম দিও না,ছায়াছবি,"হে খুদা জীবনে কারো প্রেম দিও না,
হে খুদা জীবনে কারো প্রেম দিও না,
প্রেম যদি দাও সেই জীবনে বাথা দিও না।
আমি প্রেম দেখলাম আমি মন চিনলাম।
আমি প্রেম দেখলাম আমি মন চিনলাম।
মিথ্যে সবই মিথ্যে সত্য কিছু নয়,
মিথ্যে সবই মিথ্যে সত্য কিছু নয়।
প্রেমের দামে দুঃখ কিনে সবই বুজলাম,
আমি প্রেম দেখলাম আমি মন চিনলাম।
সোনা চাঁদির কাছে প্রেম হল মিছে,
গরিবের মন বলে গেছো পায়ে দোলে।
ও ও ও ও ও ও ও——————
সোনা চাঁদির কাছে প্রেম হল মিছে,
গরিবের মন বলে গেছো পায়ে দোলে।
ও ও ও ও ও ও ও——————
আমি ভালবাসলাম আমি ধাগা পেলাম,
তোমার কাছে ছিলাম দূরে সরে গেলাম।
বৃষ্টি যখন নামে,তোমায় মনে পড়ে,
দুচোখ বেয়ে অশ্রু শুধুই ঝরে।
ও ও ও ও ও ও ও————-
ফুলের হাঁসি নিয়ে ফিরে আসে ফাগুন,
ভুলতে গিয়ে তোমায় বুকে জ্বলে আগুন
ও ও ও ও ও ও ও————————
ফুলের হাঁসি দেখলাম কাটার জ্বালা সইলাম,
আগুন ছুয়েছিলাম আমি পুড়ে গেলাম।
মিথ্যে সবই মিথ্যে সত্য কিছু নয়,
মিথ্যে সবই মিথ্যে সবই অভিনয়।
প্রেমের দামে দুঃখ কিনে সবই বুজলাম।
আমি প্রেম দেখলাম আমি মন চিনলাম।",বেদনা
আমাকে পুড়াতে যদি এতো লাগে ভালো–,ছায়াছবি,"আমাকে পুড়াতে যদি এতো লাগে ভালো,
আমাকে পুড়াতে যদি এতো লাগে ভালো।
জ্বালও আগুন আরো জ্বালও,
ডালো আরো বাথা ডালো।
জ্বালও আগুন আরো জ্বালও,
ডালো আরো বাথা ডালো।
আমাকে পুড়াতে যদি এতো লাগে ভালো।
আমি তো পুড়ে পুড়ে অঙ্গার হয়েছি,
দিয়েছো আঘাত যতো সব ই তা সয়েছি।
আমি তো পুড়ে পুড়ে অঙ্গার হয়েছি,
দিয়েছো আঘাত যতো সব ই তা সয়েছি।
নিঠুর ওগো তবুও তোমাকে লেগেছে ভালো,
তোমাকে বেসেছি ভালো—
জ্বালও আগুন আরো জ্বালও,
ডালো আরো বাথা ডালো।
আমাকে পুড়াতে যদি এতো লাগে ভালো।
এ হৃদ্যয় ধুপসম তোমার ই জ্বালায়,
যাক যদি জ্বলে পুড়ে শেষ হয়ে যাক।
কিছু তার সুরভী কিছু তার বেধনা,
পড়বে তোমার মনে যেখানে ই থাকো না।
কিছু তার সুরভী কিছু তার বেধনা,
পড়বে তোমার মনে যেখানে ই থাকো না।
সেদিন এর সে সৃতি যানি গো তোমার মনে,
জ্বালবে না আলো ——-
জ্বালও আগুন আরও জ্বালও,
ডালো আরো বাথা ডালো।
আমাকে পুড়াতে যদি এতো লাগে ভালো।
আমাকে পুড়াতে যদি এতো লাগে ভালো।",বেদনা
যখন থামবে কোলাহল—-,আধুনিক,"যখইন থামবে কোলাহল,ঘুমে নিঝুম চারিদিক,
আকাশের উজ্জল তারা টা,মিট মিট করে শুধু জ্বলছে,
বুজে নিও তোমাকে আমি ডাকছি,তোমাকেই কাছে ডাকছি।
ঘুমিয়ে পোড়না বন্দু আমার যেগে থেকো সেই রাতে।
যখন থামবে কোলাহল ঘুমে নিঝুম চারিদিক।
যখন ফুলের গন্ধ এসে আবেশ ছড়াবে মনে,
বুজে নিও আমি আসছি সংগোপনে।
যখন ফুলের গন্ধ এসে, আবেশ ছড়াবে মনে,
বুজে নিও আমি, আসছি সংগোপনে।
কোকিলের ডাক যদি শোনো,
আমি আর দূরে নেই যেনো,
একটু পরে দেখা হবে দুজনাতে।
যখন থামবে কোলাহল ঘুমে নিঝুম চারিদিক।
যখন দক্ষিন বাতাস গাঁয় পরশ ভুলাবে এসে,
যেনো এসে গেছি আমি অবশেষে।
যখন দক্ষিন বাতাস গাঁয় পরশ ভুলাবে এসে,
যেনো এসে গেছি আমি অবশেষে।
বাসনার সেই নদী তীরে চিনে নিও প্রিয় সাথীরে,
স্বপ্ন ভেবে কেঁদো নাকো বেধনাতে।
যখইন থামবে কোলাহল,ঘুমে নিঝুম চারিদিক,
আকাশের উজ্জল তারা টা,মিট মিট করে শুধু জ্বলছে,
বুজে নিও তোমাকে আমি ডাকছি,তোমাকেই কাছে ডাকছি।
ঘুমিয়ে পোড়না বন্দু আমার যেগে থেকো সেই রাতে।
যখন থামবে কোলাহল ঘুমে নিঝুম চারিদিক।",বেদনা 
ভালবাসায় জড়ালে দুলালে গো প্রাণ–,ছায়াছবি,"ভালবাসায় জড়ালে দুলালে গো প্রাণ,
ভালোবেসে এ জীবন করলে যে ধান।
কি করে তোমায় বলো দেবো প্রতিধান (২)
আকাশ যেমন বুকে চাঁদ রাখে ধরে,
তেমনি আমায় আপন করে। (২)
তুমি মোর (২) ভাসনার প্রিয় অবসান,
কি করে তোমায় বল দেবো প্রতিধান (২) ঐ
আমায় কথা দাও হাট রেখে হাতে,
যেখানেই যাও রেখো তয়ামার সাথে (২)
তুমি মর(২) জীবনের আলো হাঁসি গান,
কি করে তোমায় বোলো দেবো প্রতিধান (২)
ভালোবাসায় জড়ালে দলালে গো প্রাণ,
ভালবাসে এ জীবন করলে যে ধান-
কি করে তোমায় বোলো দেবো প্রতিধান (২)",বেদনা 
ব্রিহাস্পতি আমার এখন তুঙ্গে–,ছায়াছবি,"ব্রিহাস্পতি আমার এখন তুঙ্গে,
শনির দশা শেষ হয়েছে কবে।
চদ্র এসে ভর করেছে ভালোবাসার ঘর করেছে,
এবার নাকি ভালোবাসা হবে (ঐ)
আমাকে ধোঁকা দেয়া চলবে না,
আমাকে বোকা বানানো চলবে না। (২)
তুমি যেথায় খুশি যেতে পারো,
যা খুশি তাই বলতে পারো।
ইচ্ছে না থাক অনিচ্ছাতে যানি বাধা রবে (ঐ)
তোমার ই ছলা কলা চলবে,
আমার ই কথা ভুলা চলবে না।(২)
তুমি যতো পারো আগাত করো,
কাজের মাঝে বাগাত করো (২)
মুল্লে না হয় বিনা মুল্লে,যানি ধরা দেবে।
ব্রিহাস্পতি আমার এখন তুঙ্গে,
শনির দশা শেষ হয়েছে কবে।
চন্দ্র এসে ঘর করেছে—- ঐ",আনন্দ
তুমি আমার জীবন—,ছায়াছবি,"তুমি আমার জীবন আমি তোমার জীবন,
তুমি সাধনায়, এতো দিনে পেয়েছি তোমায়
ও ও ও ও এতো দিনে পেয়েছি তোমায়।
কাজল আর ভালোবাসা যতনে মেখে,
আখবো তোমায় আমি এ দুটি চোখে(২)
দেবো না আর নয়ন ও ধারায়—-
এতো দিনে পেয়েছি তোমায়,
ও ও ও ও এতো দিনে পেয়েছি তোমায়। ঐ  
প্রনয়ের ও বাহু ডোরে বেধে তোমাকে,
রাখবো জড়িয়ে আজ আমার ই বুকে (২)
হারমানা হার ওগো পরাবো গলায়–
এতো দিনে পেয়েছি তোমায়—
ও ও ও ও এতো দিনে পেয়েছি তোমায়।
তুমি আমার জীবন আমি তোমার জীবন (ঐ)",আনন্দ
তুমি আমার কতো চেনা–,ছায়াছবি,"তুমি আমার কতো চেনা সেকি যানো না,(২)
এই জীবনের আসা তুমি, তুমি যে ঠিকানা,
তুমি আমার কতো চেনা সেকি যানো না (২)
ভালোবাসা কারে যে বলে,ভালবেসে তুমি শেখালে,
এতো কাছে এলে গো যেন, হৃদয়ে লুকিয়ে গেলে।
তুমি আমার কতো চেনা সেকি যানো না (২)
আমি শুধু তোমাকে পেতে, এসেছি গো এই জগতে,(২)
আমি শুধু তোমার ই হতে এসেছি গো এই জগতে
বেধে নেবো ভাগ্য আমার বন্দু তোমার ই সাথে।
তুমি আমার কতো চেনা সেকি যানো না (২)", আনন্দ
জল ভরো সুন্ধরি কন্যা গো,ছায়াছবি,"জল ভরো সুধরি কন্যা গো,
আরে ও কন্যা জলে দিছো ঢেউ।
হাঁসি মুখে কও না কথা,
সঙ্গে নাই মোর কেউ কন্যা গো।
তুমি তো ভিনদেশী পুরুষ গো,
ওরে ও সুজন আমি ভিন্ন নারী।
তোমার সাথে কইতে কথা,
আম লজ্জায় মরি সুজন রে।
কে বা তোমার মাথা কন্যা গো,
আরে ও কন্যা কে বা তোমার পিতা।
এ দেশে আশিবার আগে তুমি ছিলে কোথা কন্যা গো।
নাহি আমার মাতা পিতা গো,
আরে ও সুজন ঘরভো সদর ঘর।
স্রোতের শ্যাওলার মতো আমি,
ভাইসা বেড়াই সুজন রে।
মনের শুখে তুমি থাকো রে,
আরে ও সুজন সুন্দর নারী লইয়া,
আপন হালে করছো ঘর,
সুখেতে বান্দিয়া সুজন রে।
কন্যা তোমার সনে,
আরে ও কন্যা বান্ধা হিয়া,
মিছে কথা কইছো তুমি,
না কইরাছি বিয়া কন্যা গো।
জল ভরো সুন্দরী কন্যা গো,
আরে ও কন্যা জলে দিছো ঢেউ।", আনন্দ
তোমরা ভুলেই গেছো মল্লিকাদির নাম-,লালন,"তোমরা ভুলেই গেছো মল্লিকাদির নাম,
সে এখন ঘুমটা পরা কাজল বধু
দুরের কোন গাঁয়।
পথের মাঝে পথ হারালে আর কি পাওয়া যায় (২)
বৃষ্টি ঝরা পথের ধারে আম কুড়াতে এসে,
ভেজা হাতে ডাকলও আমায় বল্ল ভালোবেসে,
এখানে আম কুড়ানোর ধুম লেগেছে (২)
চলনা অন্য কোথাও যাই–
পথের মাঝে পথ হারালে আর কি পাওয়া যায় (২)
দুপুর বেলা মল্লিকাদের আটচালাতে গিয়ে,
পুতুল খেলার ছল করেছি হৃদ্যয় দিয়ে নিয়ে (২)
সে কথা ভাবলে এখন বর্ষা নামে,(২)
দুচোখে সজল ভরসায়—
যেদিন গেছে সেদিন কি আর ফিরিয়ে আনা যায় (২)
তোমরা ভুলেই গেছো মল্লিকাদির নাম (ঐ)",বেদনা
আমি তো পারি না-,ছায়াছবি,"মেয়ে=
আমি তো পারি না,আর তো পারি না,
মনের বুঝা বইতে,প্রেমের জ্বালা সইতে।
ছেলে=
আমি তো পারি না,আর তপারি না,
মনের কথা কইতে,তুমি ছাড়া রইতে।
মেয়ে=
আদ ফোঁটা ফুল কলি, দেখনাগো আজ ফুটেছে,
ছেলে=
তাইতো আমার মতো অলি জুটেছে।
মেয়ে=
তুমি কি গো পারো নাকো আরও নিভিড় হতে।
ছেলে=
আমি তো পারি না আর তো পারি না,
মনের কথা কইতে তুমি ছাড়া রইতে।
কানে কানে শোন বলি,যে কথা বাকি রয়েছে।
মেয়ে=
সয়না তোমার দেরি, কি যে হয়েছে,
ছেলে=
বোলো কবে ঘরে যাবে আমার বধু হতে (ঐ)",বেদনা 
আমায় দুষ্ট বলো তুমি আরও মিষ্টি করে-,ছায়াছবি,"আমায় দুষ্ট বলো তুমি আরও মিষ্টি করে,
ওগো সোনার মেয়ে তুমি থেকো না তবু দূরে।
চোখের আড়াল যতই করি,
তুমি যে রয়েছ হৃদ্যয় জুড়ে।
আমায় দুষ্ট বলো তুমি আরও মিষ্টি করে। ঐ
তুমি যেন তৃষ্ণার ঘরগো,
আমি এক পিপাসিত বালু চর,
তোমাকে পেটে চায় অন্তর।
আমি তো তেমন করে রয়েছি,
মুক্ত যেমন থাকে ঝিনুকে।
কাজল যেমন থাকে দুচোখে।
দুষ্ট ছেলের মিষ্টি কোথায়,
হারিয়ে ফেলেছি এই আমারে (ঐ)
আমি তো তোমার ই চিরদিন,
মিলনে বিরহে অনুক্ষণ।
নিয়েছি দুজনে বন্ধন।
তুমি এক প্রেমের ই কবিতা,
আমি তা দিনরাত পরে যাই,
অলোখে তোমার ই ছোঁয়া পাই।
ইচ্ছে করে জড়িয়ে ধরে,
আদর করি এই শত্রু টারে,
আমায় শত্রু বলো তুমি আরও মিষ্টি করে,
ওগো বন্দু আমার তুমি থেকো তবু দূরে।", আনন্দ
আয় রে মেঘ আয় রে–,ছায়াছবি,"আ আ আ,আ আ আ আ-
চঞ্চলা হাওয়া রে,ধিরে ধিরে চল রে,
গুন গুন গুঞ্জনে, ঘুম দিয়ে যা রে,
পরদেশী মেঘ রে আর কোথা যাস নে।
বন্দু ঘুমিয়ে আছে,দে ছায়া তারে,
বন্দু ঘুমায় রে,আয় রে মেঘ আয় রে(২)
ওগো ফুল তুমি,আজ ঝরে যাও না,
এই মঘু খনে,বাসর সাজাও না।
ও আচল তুমি,দুরে সরে যেও না,
মুখ ডেকে রাখো,লাজ কেড়ে নিও না।
পরশ ও মনিরে আজ,মন কাছে পেয়েছে।
পরদেশী মেঘ রে,আর কোথা যাস নে (ঐ)
ওগো মেঘ তুমি,এত জরে এসো না,
ঝড় হয়ে শেষে ঘুম ভেঙ্গে দিও না।
ঘুম ভেঙ্গে গেলে,সেতো কাছে রবে না।
না বলা কথা, আর বলা হবে না।
পরশ ও মনিরে আজ মন কাছে পেয়েছে,
পদেশি মেঘ রে,আর কোথা যাস নে (ঐ)",আনন্দ
রংধনু ছড়িয়ে,ছায়াছবি,"রংধনু ছড়িয়ে চেতনার আকাশে,
আর ভালবাসে, ভালবাসে।
হৃদয়ের সঙ্গিনী আপন জনা,
প্রেম ও ডোরে বন্দিনী চিরো বাসনা(২)
ভাবনায়,মোহনায়,নীরবে মিসে যায়।
আনুভবে জলে পাশে পাশে,
আসে আর ভালবাসে, ভালবাসে (ঐ)
সাগরের মতো চখ,কবিতা হয়ে,
দৃষ্টির মায়া জালে নেয় জড়িয়ে (২)
খেয়ালের,প্রিথিবিতে,আধারের ছোঁয়া দিতে,
গোলাপের মতো যেন হাঁসে,
আসে আর ভালবাসে, ভালবাসে (ঐ)",আনন্দ
